year,month,day,week,temp_2,temp_1,average,actual,forecast_noaa,forecast_acc,forecast_under,friend
2009,6,30,Wed,40,-13,94.10557387576134,-1,54,22,64,98
2019,9,11,Wed,60,86,32.6502544454467,50,-6,25,25,89
2014,7,2,Tue,29,86,54.42898858897544,29,36,68,62,96
2017,12,31,Fri,25,93,14.01067257128679,-7,24,22,22,37
2019,5,30,Wed,67,30,37.4841817716877,97,6,8,91,67
2012,2,23,Mon,22,-11,71.31089588957201,-6,67,62,25,-1
2007,4,12,Sat,-11,7,39.53400405901559,61,-1,82,19,93
2008,2,12,Fri,74,15,82.51087686574148,-11,87,65,73,42
2015,3,31,Tue,88,39,66.27631975594834,78,58,45,35,-20
2018,10,16,Fri,-1,-11,-10.639491751149903,70,-15,65,6,2
2015,12,25,Fri,-5,-7,53.42708391974476,86,-3,78,-1,12
2006,3,22,Wed,57,81,54.12453135189804,44,65,77,57,36
2013,4,27,Mon,-18,42,26.088700639321033,34,28,96,36,60
2013,6,24,Wed,9,80,19.04959523254223,7,64,48,-9,33
2003,12,12,Sun,-3,26,-12.390601124753086,77,3,6,92,45
2014,3,21,Mon,38,48,33.984933891065396,27,60,61,2,74
2002,10,18,Sun,49,98,20.72817140002678,-18,-10,91,-9,10
2004,1,13,Mon,63,35,95.07859997179435,39,-3,-18,96,33
2000,1,15,Thu,14,-15,61.575100203287505,92,14,35,87,97
2002,9,16,Wed,-2,73,35.66743067868967,-18,34,90,23,-5
2014,9,4,Sun,5,-2,71.30804965524811,54,74,43,18,16
2007,5,12,Tue,14,31,74.23112614857467,47,7,0,21,80
2003,9,17,Sat,55,41,38.13516288051286,73,67,3,73,99
2001,11,1,Fri,51,28,-10.833305949075344,18,15,69,27,-14
2009,7,22,Thu,100,57,74.44668700206596,33,88,-1,70,96
2003,9,31,Sun,36,-10,-9.075630822670947,11,3,31,67,79
2002,12,18,Tue,80,25,82.54832600711565,-5,12,-8,46,-20
2001,7,22,Sat,28,48,20.432984005642567,-4,94,49,73,73
2016,9,16,Sat,-11,24,57.22715669583408,-10,73,69,14,-3
2022,2,1,Wed,64,74,69.58893880235827,79,95,91,76,21
2020,11,27,Mon,92,87,-15.741711695553924,11,16,22,16,18
2019,11,10,Sun,84,37,26.538331007269008,100,-8,73,19,5
2022,8,19,Wed,88,11,53.1013039679267,78,-5,57,92,54
2012,7,16,Sat,85,67,82.62545392292985,97,91,90,-5,44
2004,6,14,Wed,8,94,66.85013166482952,6,22,96,27,36
2020,5,25,Thu,74,-11,88.43308086928256,91,52,16,-3,81
2008,4,2,Sun,83,-8,-9.990556790296171,77,29,100,-3,48
2021,7,24,Tue,50,90,-11.309537733096798,-16,90,81,-7,65
2005,3,6,Sat,77,95,66.33651783389269,68,-8,9,75,56
2004,8,28,Sun,77,-8,28.221917160735742,71,50,-6,55,-4
2009,2,22,Thu,73,15,38.27738261136369,-3,14,62,21,93
2007,1,23,Tue,47,65,53.122240308691715,-18,87,54,-19,-14
2006,11,5,Thu,84,52,99.29891687142462,7,69,63,32,81
2006,2,12,Fri,73,-2,-11.872895180030966,45,93,4,69,50
2005,9,27,Mon,68,95,-6.823718379431618,13,52,17,66,-9
2020,5,4,Mon,57,97,80.34690150935177,65,14,22,39,17
2019,11,22,Mon,3,97,-17.51656440009552,1,3,9,14,66
2002,8,24,Fri,22,-14,34.50503572813689,96,76,19,43,27
2018,3,4,Sat,74,-6,73.66831304545215,9,64,38,12,34
2021,7,5,Sat,96,60,3.6275273451252588,77,32,2,20,33
2014,2,7,Fri,18,25,2.628223680934525,27,65,23,42,51
2003,8,6,Mon,71,57,17.54053366425427,44,18,60,68,-6
2011,7,13,Mon,4,84,-1.8487489912916857,72,-2,-20,-17,9
2005,12,4,Tue,62,27,62.104895300348744,40,23,85,0,34
2018,5,13,Tue,47,45,4.216643731193496,-2,25,57,91,52
2003,12,4,Wed,13,57,7.449762224543463,62,24,82,-17,88
2014,11,10,Sun,75,-17,49.567152919107016,84,11,61,74,0
2008,4,20,Sun,68,-18,97.04827048592132,31,-16,20,35,87
2004,1,1,Sun,98,-18,90.57979125659348,20,55,41,92,39
2012,5,21,Thu,65,54,84.60410428485757,72,83,39,58,57
2022,12,8,Tue,32,48,44.2417838326663,86,-15,59,-17,-13
2017,9,7,Tue,71,91,16.027969700392212,76,61,-11,-17,26
2004,10,5,Tue,34,98,65.39782857106512,94,-14,87,87,99
2015,4,3,Tue,94,72,27.13885085328298,60,62,52,-18,99
2018,9,15,Fri,32,7,74.12698699517631,81,-6,57,95,15
2013,12,31,Wed,-3,2,-18.040830245145035,44,85,45,34,52
2015,2,27,Tue,96,9,44.074344956983026,29,52,36,48,5
2014,4,17,Sat,-14,41,20.81940989468204,20,-1,100,62,63
2021,9,29,Thu,42,66,10.13494180612923,12,91,21,81,81
2003,4,23,Sun,54,30,60.08225735254959,79,38,33,11,49
2006,5,13,Tue,21,20,59.66317336694432,65,63,64,37,13
2015,11,15,Fri,-10,65,-15.514871468825014,61,-17,21,52,39
2021,8,27,Sat,98,43,94.67156520792238,-4,53,45,46,2
2020,1,19,Sun,-12,22,23.784217374212894,75,85,49,13,82
2021,1,20,Mon,14,55,91.00634554227707,63,19,-10,42,76
2020,9,14,Mon,99,70,50.63011856857966,94,44,84,68,64
2007,9,21,Sun,80,37,58.96344721767956,34,14,46,96,20
2016,4,13,Wed,66,38,96.22238497671748,66,67,94,-11,69
2015,2,31,Mon,76,19,79.4858708395829,71,23,-10,11,48
2022,9,12,Tue,44,25,-3.0557637863399414,25,-14,-17,-16,34
2009,4,24,Sun,63,41,-19.36826352620657,69,1,58,8,52
2009,6,29,Fri,-16,28,17.33907302135237,38,2,69,-14,24
2001,12,23,Wed,72,95,39.11304892090245,50,44,87,-6,40
2008,1,9,Sat,5,58,68.59013683077073,84,67,79,-19,12
2016,12,27,Tue,30,90,59.98685402509689,36,-1,58,-11,68
2010,9,3,Mon,17,2,17.855596740619298,-1,11,28,-10,31
2009,5,30,Thu,-18,23,45.58151468876616,20,74,93,32,90
2021,3,11,Tue,64,84,58.76293123899762,90,76,1,35,60
2016,4,10,Thu,38,23,42.16377444730014,54,15,16,19,83
2003,1,1,Sat,-8,-2,63.36588982110992,50,-3,-11,37,90
2015,9,17,Thu,74,23,38.7114087277486,17,80,-1,98,-2
2019,8,28,Sat,60,-10,44.0918858450172,6,76,75,64,54
2014,4,26,Wed,14,39,93.83381042848065,-12,12,52,55,-13
2020,2,13,Fri,66,17,27.088133443143086,47,48,29,47,49
2004,9,14,Mon,-18,83,71.44058706644734,92,61,10,71,-15
2005,4,1,Mon,32,86,20.495862086064946,17,-12,23,72,51
2016,9,2,Tue,34,-18,20.154398782306203,72,21,83,56,36
2000,10,2,Sun,24,-5,92.12726322188408,92,74,10,93,67
2018,3,7,Mon,45,75,64.53925215614065,69,50,71,61,39
2003,7,9,Wed,46,81,92.40395284528616,4,58,54,6,98
2016,7,24,Mon,63,-12,100.34435690315259,-7,89,79,-18,-2
2008,10,31,Tue,91,20,-19.97541701147756,16,-17,20,78,31
2001,4,4,Mon,96,17,98.96118013246168,29,25,-17,18,20
2007,2,2,Fri,23,48,-7.794642918889943,71,82,93,1,70
2014,11,19,Sat,100,44,-11.480210927514653,51,51,-7,60,63
2006,9,26,Thu,52,14,72.90498637542485,21,3,25,71,67
2005,4,5,Thu,91,14,22.372336675081208,54,51,33,40,17
2000,8,9,Sat,47,55,91.0552443165063,33,48,72,17,48
2014,2,24,Thu,41,79,45.88529484072572,14,2,71,-5,-5
2022,8,13,Fri,4,64,26.71950889391257,10,86,68,48,18
2006,11,12,Wed,31,27,-11.114077795216618,77,34,66,65,76
2016,10,30,Tue,29,86,36.22093806498118,25,77,12,99,53
2001,5,19,Fri,-20,-13,13.62562582005146,79,-6,9,-4,30
2008,7,9,Tue,18,6,-10.729814766745678,-4,30,-12,40,-16
2008,7,10,Wed,31,-12,61.11701210267185,92,29,17,54,95
2012,12,19,Fri,55,71,98.25776290322382,64,26,68,65,62
2005,9,10,Mon,19,9,25.848652732981975,69,62,61,23,41
2005,3,12,Sun,83,-7,15.969055392015228,84,4,22,23,94
2019,10,14,Wed,39,2,-9.114816972428457,71,18,-14,79,20
2019,4,8,Thu,67,8,7.000571753714539,32,47,67,20,64
2020,10,16,Fri,97,5,14.481642225607096,1,25,19,89,46
2002,4,17,Wed,52,65,21.645249153163824,37,51,64,87,38
2016,10,20,Wed,89,-6,56.71001283758267,20,72,98,85,96
2016,5,4,Fri,63,94,-6.100405954271244,-18,98,41,83,71
2011,6,6,Thu,48,52,-12.930706475794805,71,85,34,34,84
2015,3,12,Sat,-1,69,92.60039989235713,42,-8,14,-18,-2
2014,4,28,Thu,64,60,76.70183170931256,79,17,22,70,59
2012,3,18,Wed,-19,52,13.664872516758116,45,15,-10,88,41
2022,2,7,Tue,64,46,57.29385496830281,25,16,-19,91,32
2000,10,5,Sat,85,100,51.691565855788596,63,21,58,100,45
2016,12,10,Sat,67,-5,69.90428060753769,83,99,58,-8,-13
2002,9,6,Wed,-12,-8,83.97463192474817,93,88,-16,56,25
2014,1,27,Fri,18,69,23.28799808961005,79,94,95,30,81
2003,2,14,Fri,98,60,59.96066990976415,-13,86,19,33,-9
2003,8,6,Fri,9,75,77.04694979430987,18,74,59,73,67
2017,7,30,Thu,33,3,64.61461088996084,4,-2,87,-3,44
2016,12,14,Mon,61,97,91.57840621268134,58,16,25,19,61
2018,1,12,Fri,37,41,39.857181778950434,73,68,0,76,2
2010,5,30,Fri,23,36,77.1195117887214,26,80,88,60,18
2019,10,27,Sat,22,15,90.07870913877674,13,44,-12,99,39
2002,6,22,Tue,-11,39,47.40339786058318,47,64,50,84,6
2007,5,26,Tue,88,96,-17.907482538051898,36,84,6,-11,36
2013,4,12,Wed,84,65,78.97901260796314,65,18,-4,20,23
2000,1,8,Wed,27,52,82.37011055026422,4,84,45,23,87
2013,7,10,Wed,64,1,28.38192995503975,52,5,83,67,49
2001,9,16,Fri,65,84,7.718446891202298,66,21,5,85,7
2022,6,20,Tue,-4,93,98.35606129998966,41,41,88,72,2
2003,3,26,Wed,-16,89,46.74645346954313,18,32,51,-13,95
2018,10,8,Tue,49,63,42.45774194668974,99,46,93,15,13
2005,4,9,Fri,53,-18,94.47498960289096,93,29,24,35,4
2000,10,13,Sat,43,15,29.37975058781663,55,84,34,-7,-10
2016,5,29,Fri,86,76,82.6244557851815,57,48,19,8,27
2007,12,20,Wed,45,61,64.77878124745924,-14,86,-5,-14,44
2018,12,17,Fri,50,15,97.09356002698092,74,8,63,68,81
2020,1,19,Fri,89,-11,31.866764048713613,-15,76,75,21,-11
2000,5,17,Tue,-17,79,89.82273248633852,66,-19,11,9,52
2004,1,7,Mon,80,0,48.83456677624969,33,-3,14,99,5
2015,9,28,Thu,62,68,37.58105316331344,62,39,43,71,-11
2005,7,1,Wed,96,28,16.985288888161584,64,95,43,53,-3
2007,3,27,Sun,7,83,46.876459974495134,-2,-7,-6,90,93
2012,9,20,Mon,63,94,49.27878546082765,97,97,21,26,39
2015,2,29,Sat,73,-12,88.70532745692276,26,19,100,13,52
2002,12,14,Sun,85,91,65.1915176434028,-2,43,29,99,24
2018,7,17,Wed,17,70,80.00331259965718,87,9,11,41,5
2011,9,13,Mon,45,99,73.06473440485001,13,8,9,-5,85
2015,6,29,Fri,46,99,13.47423297386068,22,8,62,99,-12
2010,10,2,Wed,39,100,4.901505372281388,-8,-2,3,53,15
2009,5,27,Mon,26,58,11.27624404236672,15,89,45,8,-6
2019,12,31,Thu,85,31,-2.2638896505845736,4,69,0,100,3
2003,7,14,Fri,92,75,26.70139274258799,76,89,21,-6,19
2011,6,1,Wed,82,27,59.12198646380833,35,37,59,71,-19
2022,5,29,Sat,4,39,44.97427656892964,0,97,83,30,-17
2001,2,5,Sat,45,96,62.1849337757636,13,95,82,35,81
2021,8,7,Wed,82,87,23.087912859667995,89,19,79,67,74
2018,7,19,Mon,58,98,4.838612176707549,4,-12,37,21,-1
2004,6,14,Wed,46,29,4.533735965982103,61,100,84,-1,18
2007,5,24,Sun,48,18,52.7043681515126,86,89,-19,26,24
2006,5,14,Fri,97,-5,-0.120334162036972,-10,87,-5,43,5
2013,9,15,Tue,19,7,28.057227849050093,-2,56,72,96,39
2022,1,5,Sat,79,94,5.752761875901353,28,81,-14,72,48
2002,9,5,Mon,29,-15,60.19400655220241,28,10,34,-19,47
2017,6,29,Thu,94,40,54.46592149234431,13,57,-6,89,65
2015,4,21,Wed,19,-15,26.116120980082293,-19,74,2,11,49
2022,10,24,Fri,98,81,-4.425180136324876,9,-6,98,90,80
2018,7,2,Wed,81,90,5.6298345480477,88,13,48,33,97
2018,9,18,Thu,16,45,37.13729611508232,17,93,-20,21,10
2017,5,31,Fri,70,84,97.62197335653454,-6,41,95,9,48
2019,5,30,Thu,48,19,12.763746142008614,54,53,48,-12,-14
2015,8,28,Fri,-4,50,3.134033185612978,67,36,-8,-2,48
2007,7,24,Tue,41,70,6.7026936074479195,39,0,5,-15,-17
2000,8,9,Sat,81,41,65.68483547632303,-17,82,31,51,70
2016,11,27,Fri,88,7,90.67678401285808,62,33,-8,77,52
2011,12,28,Thu,20,59,-10.904233505770813,72,68,75,37,16
2020,10,10,Mon,99,26,70.66391353011743,-7,16,34,-20,97
2010,2,26,Sat,55,-12,39.847408238799396,93,19,8,-8,-19
2004,9,18,Sun,21,31,79.84804647085818,60,-1,-3,-15,28
2011,3,4,Tue,10,-6,31.002144055261994,-13,88,-19,78,62
2016,6,8,Wed,12,13,-19.368833547108107,56,50,6,8,82
2005,6,18,Tue,22,-1,62.61836158427812,66,100,29,45,-4
2000,2,20,Tue,72,57,77.76454320996405,72,-3,21,53,-4
2004,12,26,Wed,81,39,89.14455239253174,90,84,46,10,91
2013,7,29,Fri,46,37,48.855205980499136,-10,23,96,51,19
2004,9,29,Tue,17,54,-5.232131349579383,59,35,73,20,30
2021,12,17,Sat,20,73,24.74999195129225,29,69,-11,18,93
2000,10,16,Tue,97,46,74.89427965965454,87,-4,-12,36,67
2017,11,18,Mon,42,-19,39.823968831309784,66,21,-18,7,56
2015,1,7,Sat,19,29,64.60858306984069,55,50,65,10,7
2008,8,1,Mon,9,-7,-19.432548313585315,17,7,17,-8,25
2018,2,28,Sat,26,35,-11.166716891770275,3,0,54,50,93
2021,1,1,Thu,1,72,62.42079783228483,74,16,49,30,88
2004,8,18,Wed,81,48,15.114427593656977,17,2,48,44,85
2001,2,4,Sat,75,23,26.970589212654865,79,90,9,24,57
2014,6,23,Sat,34,25,57.698082324713525,41,27,-7,92,66
2006,6,20,Fri,22,-15,-6.446246274790312,35,38,-19,87,66
2003,5,21,Fri,40,-13,80.75771099016468,44,91,76,32,53
2000,8,20,Thu,53,18,-2.523454520254621,69,53,80,36,81
2012,3,4,Fri,11,82,68.72718783020339,-4,89,-13,5,28
2019,10,25,Sun,86,87,15.422915654319155,79,31,53,89,-4
2021,4,31,Sun,-17,72,11.45648690193405,-4,-4,64,-5,6
2006,7,6,Fri,72,82,79.3730285771699,80,17,62,-9,41
2014,7,28,Sun,24,23,46.81641129665782,6,-20,78,97,-10
2022,12,3,Mon,51,6,4.865231981962175,68,54,-3,-5,62
2013,8,6,Sun,-1,-5,-19.691903639730537,73,12,50,77,88
2022,2,13,Fri,90,70,97.73722040737596,84,74,-8,33,23
2018,11,23,Fri,50,18,32.19772888383426,4,23,25,70,87
2021,12,7,Sun,44,83,28.088158181915432,81,67,93,31,70
2019,2,24,Thu,39,-20,-13.911935067638684,75,-1,33,68,15
2017,4,29,Thu,68,88,88.22281979146649,55,26,-9,62,100
2009,10,4,Tue,5,30,-2.9888887916008677,28,48,19,50,-5
2008,9,1,Fri,52,42,20.590141104786788,37,21,67,55,39
2007,10,6,Fri,2,12,30.953571293281804,64,5,61,89,66
2009,12,24,Sat,19,99,78.02279560238809,85,28,17,3,76
2016,9,5,Fri,-19,29,23.49546248902613,77,85,-9,93,31
2001,4,13,Mon,5,82,44.3069676246904,-20,50,46,37,1
2005,9,19,Sun,57,33,31.876507826630338,-8,70,4,18,57
2004,3,4,Sat,41,6,17.73320811068899,32,-3,14,48,56
2008,12,24,Fri,23,60,94.50267327398329,0,81,-5,-20,65
2004,5,6,Mon,10,58,76.42209411000786,-20,74,92,50,50
2017,10,13,Tue,5,65,1.0967081569504984,56,-12,91,91,100
2019,9,31,Sat,98,100,47.11946652139031,10,45,24,69,17
2008,6,29,Sun,92,-2,76.38377440898113,40,97,100,67,44
2016,3,5,Sun,62,7,50.15458668807359,66,39,-8,40,30
2016,10,13,Wed,81,2,39.747294331507646,-18,87,3,27,76
2011,9,25,Fri,96,43,-11.280812909775475,54,16,55,41,65
2006,6,10,Sat,-16,79,-7.165930690713537,8,26,-19,60,2
2002,4,3,Sun,100,92,9.673983759282521,97,88,69,-17,-6
2009,4,23,Thu,49,18,42.1209996345762,27,8,89,59,87
2001,8,25,Sat,14,91,99.46289883279411,61,77,-11,79,58
2002,7,27,Thu,-5,28,77.07420924129424,41,42,-2,48,10
2015,1,13,Fri,10,38,-6.683828943819842,4,-6,98,48,7
2001,6,27,Mon,61,-1,66.78838663756017,13,89,65,31,46
2009,8,12,Thu,-7,40,78.06703203990013,-3,-12,3,86,21
2005,3,4,Sat,4,90,30.12585667928648,92,59,69,25,4
2021,9,10,Sat,58,-12,19.94786242855519,44,45,40,-4,12
2010,10,26,Sun,69,96,50.73842758855653,7,-20,-16,84,76
2022,2,3,Thu,79,2,42.817580151182966,-17,100,59,64,2
2006,6,17,Tue,54,88,12.090846301425266,98,-12,80,9,71
2014,12,9,Sun,80,-14,28.082717500535765,95,36,13,28,32
2005,1,29,Tue,84,10,45.87693947103253,0,35,81,30,-5
2019,12,1,Tue,80,39,50.17084831851773,49,-1,71,12,16
2008,11,18,Thu,50,94,44.341692118192285,0,89,43,88,-16
2021,2,9,Thu,-3,40,82.37900884155434,80,100,-9,66,86
2019,5,21,Sat,29,54,-16.158850185735986,73,-19,88,37,-10
2011,1,20,Fri,-1,83,20.29102533338765,-1,-20,88,85,-9
2018,8,25,Fri,35,60,70.72986727544627,20,53,38,72,0
2019,1,9,Mon,-19,79,58.86569498339239,75,66,0,85,-3
2002,9,2,Thu,5,5,91.11026213100517,32,33,75,18,-7
2014,10,19,Sun,2,79,51.15054447782509,100,-2,68,81,12
2001,11,28,Sun,11,61,57.21625965105386,41,-3,57,100,0
2020,3,16,Fri,-8,33,65.29860637485513,10,3,94,50,5
2001,12,3,Fri,-8,10,2.5302724942753194,79,31,26,16,68
2021,2,16,Tue,-4,92,71.14252542337927,4,65,32,50,83
2002,1,21,Tue,68,78,16.286646263461257,48,-1,78,-6,4
2005,9,13,Sun,37,20,31.364642787942493,51,-10,52,40,14
2014,4,3,Sun,65,7,-18.305213309713388,-4,52,100,72,42
2009,12,10,Tue,6,69,82.07147766110702,58,58,73,-11,93
2008,1,22,Wed,-4,-15,95.37264018919338,-1,39,85,-1,96
2000,1,18,Fri,69,13,-12.716894906640261,24,-5,72,88,98
2015,7,6,Tue,17,71,56.85922175218377,90,-8,18,-12,-1
2005,2,6,Tue,-7,87,96.25421981513043,72,32,10,49,42
2008,7,18,Thu,96,90,53.43499537943819,79,-15,57,-1,45
2003,12,6,Sun,-7,-12,76.55206944975707,29,4,60,43,84
2001,7,6,Sat,-9,72,-5.706417035106362,30,42,68,64,97
2003,10,22,Tue,48,77,9.6268225163539,99,26,25,99,94
2000,9,28,Thu,80,-9,21.833917566472834,71,-6,36,-14,-9
2018,7,13,Mon,47,-5,98.72116460830085,51,33,85,81,11
2009,1,14,Tue,34,50,74.59513441414343,57,61,16,43,86
2020,12,21,Sat,42,10,87.16520720885146,12,22,6,27,76
2014,8,7,Thu,8,12,38.93624678189246,77,76,61,77,27
2021,8,13,Sat,68,96,66.73344810423856,95,-7,8,26,74
2018,4,15,Tue,24,-14,68.51935808697631,8,100,92,43,76
2015,8,12,Mon,-17,-18,48.83969036225956,1,13,-3,46,99
2020,4,21,Tue,93,-1,86.23426723522816,46,-19,-17,24,38
2021,8,27,Thu,-5,-16,-0.8516016590833573,91,-1,63,-4,-1
2003,5,1,Mon,93,46,-13.04011752632103,66,85,-20,30,84
2001,4,28,Mon,45,90,16.790835978409078,-18,-5,88,22,80
2012,6,25,Mon,2,17,-9.31911091792214,99,46,3,45,16
2000,2,3,Wed,47,58,-12.701744318691176,-15,89,21,85,19
2016,12,18,Thu,-1,78,30.709865424146322,19,9,39,55,98
2012,2,26,Wed,-4,35,4.261187847665841,66,66,90,-8,40
2003,2,22,Sat,31,2,75.60784715239578,55,82,3,81,35
2006,9,8,Mon,-15,76,50.15391070182709,48,30,35,79,-7
2016,10,2,Wed,61,-19,23.631734902805164,-16,94,48,55,15
2008,3,4,Tue,63,79,14.67184115875316,-18,100,69,6,55
2003,10,18,Wed,18,0,48.13971698009219,-17,66,-3,69,69
2018,4,28,Fri,88,57,32.51425394994882,42,94,79,26,13
2000,10,28,Sat,84,-7,-13.256043191284395,67,-18,44,94,-15
2009,12,25,Mon,13,41,60.48806395309862,-16,56,-11,19,25
2003,8,26,Mon,83,85,40.470668114517906,40,30,-4,48,56
2008,4,13,Sun,89,-10,13.50485099775539,74,100,37,11,98
2012,11,15,Sat,33,-17,15.14022752787487,36,25,14,79,1
2013,10,2,Sat,67,26,34.78693578686186,78,19,-17,24,78
2009,10,10,Thu,61,95,80.13868790873181,21,8,23,81,62
2005,7,2,Tue,73,73,31.18912021807506,62,2,70,95,80
2015,5,30,Sun,44,100,81.58928062131938,35,83,54,59,2
2005,9,29,Sat,66,79,31.408448838282908,51,-4,46,53,93
2016,4,21,Sun,8,-1,80.41949306948214,7,100,7,16,43
2009,3,12,Sat,20,31,92.71512566630668,34,64,-10,-6,75
2017,2,5,Sun,84,-5,-17.510560690876964,17,72,-18,54,23
2021,1,12,Thu,42,77,-12.467700121091116,2,80,99,95,-10
2017,11,23,Sat,11,24,-3.7836652147631895,-14,48,79,-12,47
2002,6,1,Wed,45,-13,-5.223421996703399,17,100,-18,61,40
2019,10,28,Fri,91,88,34.991823887364326,56,64,4,76,55
2020,2,2,Fri,79,41,72.44812265693332,88,45,55,34,35
2014,8,27,Fri,24,63,96.3207382351613,36,97,-9,-12,30
2014,6,16,Sat,-4,0,30.55147849010232,64,2,28,43,42
2003,12,27,Sun,22,43,63.30621752424996,16,54,35,20,82
2008,12,22,Fri,98,83,56.896336329562246,-15,58,32,-6,9
2018,5,2,Tue,45,9,27.575207690452935,-11,2,75,15,-11
2016,2,16,Wed,47,15,67.25594578730441,6,-14,83,15,94
2010,7,20,Fri,87,-16,51.626081086425856,95,22,-11,44,67
2008,2,26,Mon,13,64,71.95268205764879,69,41,91,7,2
2009,5,16,Sat,-20,17,3.4314931318724007,85,13,-2,12,-20
2017,2,6,Wed,2,66,23.592837617651746,36,81,26,44,27
2019,11,13,Tue,-15,-2,61.217851567782844,71,84,33,33,-17
2012,10,12,Fri,-5,53,-4.898781035937008,-5,92,86,-15,98
2007,11,23,Tue,-19,6,73.21810572668298,93,30,-14,54,7
2006,11,10,Sat,89,78,-3.8537875545779627,38,23,67,27,23
2016,2,5,Fri,95,-8,19.258952275138782,7,49,18,70,88
2020,7,8,Mon,55,-12,8.74096947352712,-18,59,11,48,96
2022,9,6,Wed,6,-4,-12.620747044326574,36,34,2,53,46
2014,5,5,Sun,-2,74,12.749477263744794,44,45,29,7,91
2019,7,20,Mon,7,85,90.29285632333188,96,75,-2,-5,-19
2014,4,22,Fri,14,23,-16.741633719198017,46,37,91,86,84
2000,2,6,Thu,94,24,-17.963699383910093,9,99,97,5,37
2013,3,22,Wed,86,67,65.2162885976407,-2,22,46,29,-15
2004,2,17,Tue,47,21,24.39125971220046,76,90,4,33,21
2010,5,6,Fri,28,30,7.798670543853756,-13,40,4,71,-4
2015,6,17,Mon,92,96,41.57353029691681,41,17,-15,57,16
2001,7,5,Sat,-14,62,12.267739971022408,-2,7,76,-8,23
2007,3,23,Sun,16,37,27.43416862647112,15,36,76,44,2
2010,4,17,Thu,94,92,66.55570303186444,91,20,-6,14,19
2017,8,29,Sun,4,37,-5.854245197552228,80,52,42,58,64
2002,4,17,Sat,96,9,96.11840116331204,48,68,-1,8,23
2000,7,29,Fri,94,-16,-14.854029203444508,39,29,22,10,10
2010,12,13,Tue,20,-13,77.59101999471564,13,69,85,-9,55
2015,6,31,Mon,60,16,67.67553446812066,34,88,75,48,72
2017,7,22,Wed,41,26,14.13283883243637,81,69,67,91,85
2015,1,31,Thu,20,79,-5.6829349621769065,6,40,46,89,-8
2022,3,7,Fri,-7,68,83.13736752150405,18,98,-17,11,69
2009,6,22,Fri,80,24,62.23300679644896,90,48,87,-11,76
2017,3,21,Fri,33,92,15.19662804773128,21,42,-15,-16,77
2005,7,6,Fri,-19,-16,-17.951570227896916,21,100,38,6,-1
2018,9,29,Mon,67,76,93.5573314265336,94,60,100,18,26
2003,3,14,Wed,58,42,28.914633141655386,67,5,31,0,-11
2012,1,16,Tue,27,65,1.328288485704931,27,98,-2,-5,44
2013,10,3,Thu,30,26,90.33190738654922,10,5,5,8,31
2002,6,9,Sun,76,85,23.44149796666141,1,96,27,58,42
2009,12,15,Fri,34,4,36.05344856070927,66,86,68,81,8
2005,1,21,Sat,-9,86,64.53285826945373,20,52,34,50,33
2000,1,18,Fri,62,29,79.14967807116145,3,2,68,61,65
2022,8,30,Wed,95,72,-7.878492401667698,19,31,38,94,29
2013,9,30,Wed,90,24,88.73954238930011,11,67,53,62,44
2007,2,28,Mon,48,95,92.83730589294801,30,84,17,60,23
2018,9,10,Mon,-20,99,11.371636926358462,12,52,63,-7,-13
2013,5,10,Sat,86,9,40.18394073297643,7,53,-16,20,100
2009,8,23,Sat,38,27,83.80291543970397,60,95,21,91,-12
2016,7,3,Mon,52,30,38.96914815611486,69,49,87,53,2
2008,7,1,Thu,82,73,38.31892314157247,61,-17,93,68,63
2005,4,3,Sat,13,34,54.84130597176255,99,-20,14,20,13
2010,2,25,Mon,72,87,72.86015683631729,58,-15,48,23,-5
2006,5,5,Fri,92,34,60.53970368128016,81,35,78,52,98
2016,11,7,Mon,91,25,55.814563670675085,42,81,-18,-5,65
2000,11,3,Sun,91,10,24.972231455483204,1,8,20,91,89
2021,3,4,Thu,25,13,56.23891838115232,92,87,11,3,41
2004,9,17,Mon,38,71,-7.503982360550536,-3,-18,15,0,66
2008,6,3,Mon,45,53,29.556532138834548,64,88,9,38,44
2017,1,23,Fri,-2,47,2.7905052177691267,62,67,95,100,57
2020,3,4,Sat,7,12,45.04570885167499,-19,21,92,98,31
2001,12,31,Fri,78,35,11.707467718667235,73,-12,18,77,92
2010,4,2,Sun,19,37,41.21811344139996,68,60,72,18,2
2005,9,14,Sun,96,36,74.0563288465779,5,86,69,95,17
2007,11,5,Fri,36,-4,32.51311604143243,18,38,88,50,19
2003,6,31,Mon,30,-10,6.466168223096716,-4,17,68,-14,93
2017,4,21,Fri,91,50,6.980782611825507,90,21,39,7,-13
2010,1,31,Wed,1,60,89.65678823196663,-5,99,35,30,11
2004,8,2,Tue,47,71,74.4894765196183,6,29,55,14,19
2014,11,31,Tue,-13,-4,-15.574707216784617,28,-7,61,37,45
2017,2,15,Fri,39,84,94.06945979926294,-18,79,97,-11,27
2001,11,11,Sat,44,-11,-6.379612347005489,21,24,37,17,-8
2021,11,22,Thu,15,5,59.00602861186864,42,12,5,11,6
2010,8,10,Sun,50,-15,46.731872870871555,81,-1,58,41,25
2012,6,20,Fri,68,60,-14.352585411896793,8,13,-16,77,50
2003,8,30,Sat,8,-5,15.715966307862615,-19,46,35,67,-18
2021,6,1,Fri,44,82,73.87828603394719,86,63,12,99,64
2006,5,19,Mon,35,94,17.1324606959396,83,46,84,95,40
