Filial,Cidade,Sexo,Categoria,Tipo Cliente,Tipo Promoção,Vendas,Quantidade,Data,Semana,Mês,Ano,Preço Unitário,Preço Unitário com Desconto,Valor Total
Filial B,Palmas,F,Móveis,Pessoa Jurídica,Promoção A,64,5,2035-02-22,8,2,2035,38,34.2,171.0
Filial D,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção A,90,11,2035-02-23,8,2,2035,68,61.2,673.2
Filial B,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,36,3,2035-02-24,8,2,2035,152,136.8,410.40000000000003
Filial B,Manaus,F,Móveis,Pessoa Física,Promoção A,86,13,2035-02-25,8,2,2035,79,71.10000000000001,924.3000000000001
Filial B,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,62,8,2035-02-26,9,2,2035,105,84.0,672.0
Filial C,Boa Vista,M,Móveis,Pessoa Jurídica,Promoção B,42,10,2035-02-27,9,2,2035,53,42.400000000000006,424.00000000000006
Filial B,Belém,M,Móveis,Pessoa Jurídica,Sem Promoção,76,2,2035-02-28,9,2,2035,173,173.0,346.0
Filial B,Manaus,F,Informática,Pessoa Física,Promoção B,42,4,2035-03-01,9,3,2035,93,74.4,297.6
Filial B,Macapá,M,Informática,Pessoa Jurídica,Promoção A,61,18,2035-03-02,9,3,2035,130,117.0,2106.0
Filial B,Rio Branco,M,Informática,Pessoa Jurídica,Promoção A,13,19,2035-03-03,9,3,2035,66,59.4,1128.6
Filial E,Porto Velho,M,Móveis,Pessoa Física,Promoção C,11,4,2035-03-04,9,3,2035,126,88.19999999999999,352.79999999999995
Filial C,Macapá,F,Informática,Pessoa Jurídica,Promoção A,54,9,2035-03-05,10,3,2035,73,65.7,591.3000000000001
Filial B,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção A,16,16,2035-03-06,10,3,2035,108,97.2,1555.2
Filial A,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,8,6,2035-03-07,10,3,2035,47,32.9,197.39999999999998
Filial A,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,59,4,2035-03-08,10,3,2035,154,138.6,554.4
Filial A,Porto Velho,F,Ar condicionado,Pessoa Física,Sem Promoção,57,9,2035-03-09,10,3,2035,36,36.0,324.0
Filial D,Macapá,F,Móveis,Pessoa Física,Promoção B,40,13,2035-03-10,10,3,2035,26,20.8,270.40000000000003
Filial E,Palmas,F,Ar condicionado,Pessoa Jurídica,Promoção B,59,9,2035-03-11,10,3,2035,72,57.6,518.4
Filial A,Macapá,M,Móveis,Pessoa Física,Promoção B,2,6,2035-03-12,11,3,2035,20,16.0,96.0
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção A,94,19,2035-03-13,11,3,2035,73,65.7,1248.3
Filial A,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção C,94,14,2035-03-14,11,3,2035,48,33.599999999999994,470.3999999999999
Filial D,Palmas,F,Ar condicionado,Pessoa Física,Sem Promoção,76,15,2035-03-15,11,3,2035,139,139.0,2085.0
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Física,Promoção B,10,3,2035-03-16,11,3,2035,124,99.2,297.6
Filial E,Macapá,M,Móveis,Pessoa Jurídica,Sem Promoção,44,5,2035-03-17,11,3,2035,191,191.0,955.0
Filial C,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,11,18,2035-03-18,11,3,2035,166,132.8,2390.4
Filial D,Belém,M,Ar condicionado,Pessoa Física,Promoção B,79,14,2035-03-19,12,3,2035,54,43.2,604.8000000000001
Filial E,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,80,16,2035-03-20,12,3,2035,97,97.0,1552.0
Filial C,Boa Vista,F,Informática,Pessoa Jurídica,Promoção C,81,14,2035-03-21,12,3,2035,89,62.3,872.1999999999999
Filial D,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,90,9,2035-03-22,12,3,2035,168,117.6,1058.3999999999999
Filial B,Palmas,M,Ar condicionado,Pessoa Física,Promoção C,2,15,2035-03-23,12,3,2035,186,130.2,1952.9999999999998
Filial E,Belém,F,Informática,Pessoa Jurídica,Promoção C,50,7,2035-03-24,12,3,2035,18,12.6,88.2
Filial C,Belém,F,Informática,Pessoa Física,Sem Promoção,12,14,2035-03-25,12,3,2035,164,164.0,2296.0
Filial D,Palmas,M,Móveis,Pessoa Jurídica,Sem Promoção,90,6,2035-03-26,13,3,2035,193,193.0,1158.0
Filial B,Porto Velho,F,Ar condicionado,Pessoa Física,Sem Promoção,23,15,2035-03-27,13,3,2035,114,114.0,1710.0
Filial E,Porto Velho,M,Informática,Pessoa Jurídica,Promoção B,18,8,2035-03-28,13,3,2035,134,107.2,857.6
Filial B,Palmas,M,Móveis,Pessoa Física,Sem Promoção,62,2,2035-03-29,13,3,2035,87,87.0,174.0
Filial A,Macapá,M,Ar condicionado,Pessoa Jurídica,Promoção A,96,8,2035-03-30,13,3,2035,54,48.6,388.8
Filial E,Rio Branco,F,Móveis,Pessoa Física,Promoção A,62,1,2035-03-31,13,3,2035,180,162.0,162.0
Filial D,Macapá,F,Informática,Pessoa Física,Promoção C,38,17,2035-04-01,13,4,2035,117,81.89999999999999,1392.3
Filial D,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Promoção B,67,19,2035-04-02,14,4,2035,159,127.2,2416.8
Filial E,Manaus,F,Móveis,Pessoa Jurídica,Promoção A,38,5,2035-04-03,14,4,2035,108,97.2,486.0
Filial A,Belém,M,Móveis,Pessoa Física,Promoção A,67,16,2035-04-04,14,4,2035,170,153.0,2448.0
Filial E,Macapá,M,Móveis,Pessoa Jurídica,Promoção A,94,7,2035-04-05,14,4,2035,36,32.4,226.79999999999998
Filial C,Porto Velho,F,Eletro-eletrônicos,Pessoa Física,Promoção C,61,7,2035-04-06,14,4,2035,49,34.3,240.09999999999997
Filial D,Porto Velho,F,Ar condicionado,Pessoa Física,Promoção A,1,18,2035-04-07,14,4,2035,35,31.5,567.0
Filial B,Rio Branco,F,Móveis,Pessoa Jurídica,Promoção B,94,18,2035-04-08,14,4,2035,92,73.60000000000001,1324.8000000000002
Filial D,Manaus,M,Informática,Pessoa Física,Promoção B,45,2,2035-04-09,15,4,2035,182,145.6,291.2
Filial A,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,96,15,2035-04-10,15,4,2035,182,145.6,2184.0
Filial E,Rio Branco,M,Informática,Pessoa Física,Promoção C,28,14,2035-04-11,15,4,2035,35,24.5,343.0
Filial D,Boa Vista,F,Móveis,Pessoa Jurídica,Sem Promoção,21,18,2035-04-12,15,4,2035,79,79.0,1422.0
Filial C,Palmas,M,Ar condicionado,Pessoa Jurídica,Promoção A,13,9,2035-04-13,15,4,2035,76,68.4,615.6
Filial A,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Promoção A,27,14,2035-04-14,15,4,2035,15,13.5,189.0
Filial A,Belém,F,Ar condicionado,Pessoa Física,Promoção C,7,5,2035-04-15,15,4,2035,37,25.9,129.5
Filial B,Belém,F,Móveis,Pessoa Física,Promoção A,22,11,2035-04-16,16,4,2035,22,19.8,217.8
Filial D,Belém,F,Móveis,Pessoa Jurídica,Sem Promoção,74,8,2035-04-17,16,4,2035,72,72.0,576.0
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,53,5,2035-04-18,16,4,2035,22,22.0,110.0
Filial A,Palmas,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,79,11,2035-04-19,16,4,2035,138,110.4,1214.4
Filial C,Manaus,M,Ar condicionado,Pessoa Física,Promoção C,79,5,2035-04-20,16,4,2035,49,34.3,171.5
Filial C,Rio Branco,M,Ar condicionado,Pessoa Física,Sem Promoção,4,17,2035-04-21,16,4,2035,174,174.0,2958.0
Filial E,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Promoção C,96,4,2035-04-22,16,4,2035,40,28.0,112.0
Filial C,Palmas,F,Informática,Pessoa Jurídica,Promoção A,23,15,2035-04-23,17,4,2035,26,23.400000000000002,351.00000000000006
Filial B,Macapá,F,Informática,Pessoa Física,Promoção A,70,19,2035-04-24,17,4,2035,146,131.4,2496.6
Filial E,Manaus,M,Informática,Pessoa Jurídica,Promoção A,88,2,2035-04-25,17,4,2035,118,106.2,212.4
Filial C,Porto Velho,F,Informática,Pessoa Física,Sem Promoção,84,17,2035-04-26,17,4,2035,73,73.0,1241.0
Filial B,Boa Vista,F,Ar condicionado,Pessoa Jurídica,Promoção B,84,12,2035-04-27,17,4,2035,66,52.800000000000004,633.6
Filial C,Boa Vista,F,Móveis,Pessoa Física,Promoção B,76,17,2035-04-28,17,4,2035,150,120.0,2040.0
Filial D,Macapá,F,Móveis,Pessoa Física,Promoção B,33,10,2035-04-29,17,4,2035,174,139.20000000000002,1392.0000000000002
Filial E,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Promoção B,28,18,2035-04-30,18,4,2035,151,120.80000000000001,2174.4
Filial C,Manaus,F,Móveis,Pessoa Jurídica,Promoção A,8,19,2035-05-01,18,5,2035,34,30.6,581.4
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção C,1,18,2035-05-02,18,5,2035,131,91.69999999999999,1650.6
Filial B,Belém,M,Móveis,Pessoa Física,Promoção C,37,13,2035-05-03,18,5,2035,87,60.9,791.6999999999999
Filial D,Macapá,M,Móveis,Pessoa Jurídica,Promoção C,63,14,2035-05-04,18,5,2035,66,46.199999999999996,646.8
Filial D,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção A,22,16,2035-05-05,18,5,2035,80,72.0,1152.0
Filial B,Belém,M,Móveis,Pessoa Física,Promoção C,70,18,2035-05-06,18,5,2035,97,67.89999999999999,1222.1999999999998
Filial D,Macapá,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,21,18,2035-05-07,19,5,2035,122,122.0,2196.0
Filial C,Porto Velho,M,Móveis,Pessoa Física,Promoção A,96,16,2035-05-08,19,5,2035,109,98.10000000000001,1569.6000000000001
Filial C,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Promoção A,35,17,2035-05-09,19,5,2035,179,161.1,2738.7
Filial D,Macapá,F,Informática,Pessoa Jurídica,Promoção B,79,7,2035-05-10,19,5,2035,179,143.20000000000002,1002.4000000000001
Filial C,Boa Vista,M,Informática,Pessoa Jurídica,Promoção C,5,12,2035-05-11,19,5,2035,56,39.199999999999996,470.4
Filial D,Belém,F,Informática,Pessoa Física,Promoção B,60,2,2035-05-12,19,5,2035,125,100.0,200.0
Filial B,Belém,F,Informática,Pessoa Jurídica,Sem Promoção,46,10,2035-05-13,19,5,2035,181,181.0,1810.0
Filial E,Macapá,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,50,5,2035-05-14,20,5,2035,178,160.20000000000002,801.0000000000001
Filial B,Porto Velho,F,Informática,Pessoa Jurídica,Sem Promoção,48,3,2035-05-15,20,5,2035,140,140.0,420.0
Filial E,Palmas,M,Móveis,Pessoa Jurídica,Promoção C,6,19,2035-05-16,20,5,2035,99,69.3,1316.7
Filial B,Macapá,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,89,13,2035-05-17,20,5,2035,120,120.0,1560.0
Filial A,Manaus,F,Eletro-eletrônicos,Pessoa Física,Promoção B,56,12,2035-05-18,20,5,2035,99,79.2,950.4000000000001
Filial C,Belém,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,59,3,2035-05-19,20,5,2035,138,138.0,414.0
Filial B,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,29,6,2035-05-20,20,5,2035,148,103.6,621.5999999999999
Filial E,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,71,14,2035-05-21,21,5,2035,144,100.8,1411.2
Filial D,Boa Vista,M,Informática,Pessoa Física,Promoção C,77,4,2035-05-22,21,5,2035,21,14.7,58.8
Filial D,Macapá,M,Informática,Pessoa Jurídica,Promoção C,18,13,2035-05-23,21,5,2035,175,122.49999999999999,1592.4999999999998
Filial B,Porto Velho,F,Informática,Pessoa Jurídica,Promoção A,2,19,2035-05-24,21,5,2035,191,171.9,3266.1
Filial B,Rio Branco,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,8,18,2035-05-25,21,5,2035,115,115.0,2070.0
Filial B,Palmas,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,75,3,2035-05-26,21,5,2035,131,131.0,393.0
Filial D,Manaus,F,Móveis,Pessoa Física,Promoção B,97,6,2035-05-27,21,5,2035,62,49.6,297.6
Filial A,Macapá,M,Ar condicionado,Pessoa Física,Promoção C,54,16,2035-05-28,22,5,2035,169,118.3,1892.8
Filial B,Palmas,F,Informática,Pessoa Física,Promoção B,38,3,2035-05-29,22,5,2035,109,87.2,261.6
Filial D,Manaus,F,Informática,Pessoa Física,Promoção C,48,12,2035-05-30,22,5,2035,182,127.39999999999999,1528.8
Filial D,Belém,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,27,19,2035-05-31,22,5,2035,188,188.0,3572.0
Filial B,Porto Velho,F,Informática,Pessoa Física,Promoção A,20,19,2035-06-01,22,6,2035,46,41.4,786.6
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,12,4,2035-06-02,22,6,2035,128,115.2,460.8
Filial E,Manaus,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,43,1,2035-06-03,22,6,2035,68,68.0,68.0
Filial C,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,61,2,2035-06-04,23,6,2035,63,63.0,126.0
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,31,13,2035-06-05,23,6,2035,155,155.0,2015.0
Filial C,Macapá,F,Eletro-eletrônicos,Pessoa Física,Promoção A,91,13,2035-06-06,23,6,2035,10,9.0,117.0
Filial C,Palmas,F,Móveis,Pessoa Jurídica,Promoção B,96,2,2035-06-07,23,6,2035,158,126.4,252.8
Filial E,Palmas,F,Informática,Pessoa Física,Sem Promoção,61,19,2035-06-08,23,6,2035,37,37.0,703.0
Filial E,Manaus,F,Móveis,Pessoa Jurídica,Promoção B,74,16,2035-06-09,23,6,2035,121,96.80000000000001,1548.8000000000002
Filial A,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção B,67,12,2035-06-10,23,6,2035,25,20.0,240.0
Filial D,Belém,M,Móveis,Pessoa Jurídica,Sem Promoção,91,1,2035-06-11,24,6,2035,185,185.0,185.0
Filial A,Boa Vista,F,Informática,Pessoa Jurídica,Promoção C,35,9,2035-06-12,24,6,2035,37,25.9,233.1
Filial B,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção B,95,17,2035-06-13,24,6,2035,159,127.2,2162.4
Filial A,Rio Branco,M,Informática,Pessoa Física,Promoção C,15,10,2035-06-14,24,6,2035,121,84.69999999999999,846.9999999999999
Filial B,Macapá,F,Informática,Pessoa Jurídica,Promoção A,16,18,2035-06-15,24,6,2035,138,124.2,2235.6
Filial C,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção C,13,19,2035-06-16,24,6,2035,125,87.5,1662.5
Filial D,Macapá,F,Ar condicionado,Pessoa Jurídica,Promoção A,35,7,2035-06-17,24,6,2035,179,161.1,1127.7
Filial A,Manaus,F,Informática,Pessoa Física,Promoção B,75,19,2035-06-18,25,6,2035,107,85.60000000000001,1626.4
Filial D,Macapá,M,Ar condicionado,Pessoa Física,Promoção A,59,15,2035-06-19,25,6,2035,79,71.10000000000001,1066.5000000000002
Filial C,Porto Velho,M,Informática,Pessoa Física,Promoção A,21,9,2035-06-20,25,6,2035,101,90.9,818.1
Filial C,Porto Velho,F,Ar condicionado,Pessoa Física,Promoção A,54,10,2035-06-21,25,6,2035,12,10.8,108.0
Filial C,Macapá,M,Informática,Pessoa Jurídica,Promoção C,75,4,2035-06-22,25,6,2035,90,62.99999999999999,251.99999999999997
Filial C,Macapá,M,Informática,Pessoa Jurídica,Sem Promoção,30,6,2035-06-23,25,6,2035,53,53.0,318.0
Filial E,Palmas,F,Informática,Pessoa Jurídica,Promoção A,48,4,2035-06-24,25,6,2035,164,147.6,590.4
Filial E,Manaus,F,Móveis,Pessoa Jurídica,Promoção C,35,5,2035-06-25,26,6,2035,188,131.6,658.0
Filial C,Belém,M,Móveis,Pessoa Jurídica,Promoção C,86,9,2035-06-26,26,6,2035,33,23.099999999999998,207.89999999999998
Filial C,Macapá,M,Eletro-eletrônicos,Pessoa Física,Promoção C,38,12,2035-06-27,26,6,2035,157,109.89999999999999,1318.8
Filial A,Belém,F,Informática,Pessoa Física,Promoção C,31,8,2035-06-28,26,6,2035,169,118.3,946.4
Filial D,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção B,78,5,2035-06-29,26,6,2035,108,86.4,432.0
Filial A,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção B,24,11,2035-06-30,26,6,2035,150,120.0,1320.0
Filial C,Manaus,F,Ar condicionado,Pessoa Jurídica,Promoção A,49,11,2035-07-01,26,7,2035,121,108.9,1197.9
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,96,13,2035-07-02,27,7,2035,180,180.0,2340.0
Filial B,Palmas,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,32,14,2035-07-03,27,7,2035,157,157.0,2198.0
Filial E,Palmas,F,Ar condicionado,Pessoa Física,Promoção C,55,8,2035-07-04,27,7,2035,132,92.39999999999999,739.1999999999999
Filial E,Macapá,F,Ar condicionado,Pessoa Física,Promoção A,79,18,2035-07-05,27,7,2035,121,108.9,1960.2
Filial E,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,58,19,2035-07-06,27,7,2035,139,139.0,2641.0
Filial B,Belém,M,Ar condicionado,Pessoa Física,Sem Promoção,99,12,2035-07-07,27,7,2035,77,77.0,924.0
Filial C,Palmas,M,Ar condicionado,Pessoa Física,Promoção C,3,12,2035-07-08,27,7,2035,100,70.0,840.0
Filial C,Macapá,F,Eletro-eletrônicos,Pessoa Física,Promoção B,80,18,2035-07-09,28,7,2035,69,55.2,993.6
Filial C,Porto Velho,F,Móveis,Pessoa Física,Sem Promoção,69,10,2035-07-10,28,7,2035,141,141.0,1410.0
Filial E,Belém,F,Ar condicionado,Pessoa Jurídica,Promoção B,85,7,2035-07-11,28,7,2035,133,106.4,744.8000000000001
Filial D,Palmas,F,Informática,Pessoa Jurídica,Promoção B,10,18,2035-07-12,28,7,2035,105,84.0,1512.0
Filial D,Rio Branco,M,Ar condicionado,Pessoa Física,Promoção C,83,12,2035-07-13,28,7,2035,154,107.8,1293.6
Filial A,Belém,F,Móveis,Pessoa Física,Promoção A,25,14,2035-07-14,28,7,2035,138,124.2,1738.8
Filial D,Manaus,M,Informática,Pessoa Jurídica,Promoção C,68,15,2035-07-15,28,7,2035,42,29.4,441.0
Filial E,Palmas,M,Móveis,Pessoa Física,Promoção B,61,16,2035-07-16,29,7,2035,39,31.200000000000003,499.20000000000005
Filial C,Boa Vista,M,Ar condicionado,Pessoa Física,Promoção B,29,2,2035-07-17,29,7,2035,14,11.200000000000001,22.400000000000002
Filial D,Macapá,M,Informática,Pessoa Jurídica,Promoção A,19,18,2035-07-18,29,7,2035,127,114.3,2057.4
Filial B,Rio Branco,M,Móveis,Pessoa Física,Sem Promoção,43,12,2035-07-19,29,7,2035,149,149.0,1788.0
Filial B,Palmas,F,Ar condicionado,Pessoa Jurídica,Sem Promoção,66,16,2035-07-20,29,7,2035,169,169.0,2704.0
Filial C,Macapá,M,Eletro-eletrônicos,Pessoa Física,Promoção B,74,13,2035-07-21,29,7,2035,47,37.6,488.8
Filial D,Palmas,F,Eletro-eletrônicos,Pessoa Física,Promoção B,61,17,2035-07-22,29,7,2035,26,20.8,353.6
Filial E,Porto Velho,M,Informática,Pessoa Jurídica,Promoção C,43,18,2035-07-23,30,7,2035,195,136.5,2457.0
Filial E,Manaus,M,Ar condicionado,Pessoa Jurídica,Promoção C,25,3,2035-07-24,30,7,2035,118,82.6,247.79999999999998
Filial D,Boa Vista,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,20,10,2035-07-25,30,7,2035,49,49.0,490.0
Filial A,Manaus,F,Ar condicionado,Pessoa Física,Sem Promoção,48,1,2035-07-26,30,7,2035,161,161.0,161.0
Filial A,Belém,M,Móveis,Pessoa Jurídica,Promoção A,83,6,2035-07-27,30,7,2035,149,134.1,804.5999999999999
Filial B,Porto Velho,F,Móveis,Pessoa Física,Sem Promoção,87,3,2035-07-28,30,7,2035,120,120.0,360.0
Filial C,Rio Branco,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção A,24,19,2035-07-29,30,7,2035,137,123.3,2342.7
Filial B,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,11,4,2035-07-30,31,7,2035,104,72.8,291.2
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,98,3,2035-07-31,31,7,2035,156,124.80000000000001,374.40000000000003
Filial C,Rio Branco,F,Móveis,Pessoa Física,Promoção C,55,8,2035-08-01,31,8,2035,38,26.599999999999998,212.79999999999998
Filial C,Palmas,M,Móveis,Pessoa Jurídica,Sem Promoção,28,8,2035-08-02,31,8,2035,189,189.0,1512.0
Filial C,Rio Branco,M,Móveis,Pessoa Jurídica,Promoção B,69,7,2035-08-03,31,8,2035,154,123.2,862.4
Filial E,Porto Velho,M,Eletro-eletrônicos,Pessoa Física,Promoção C,63,2,2035-08-04,31,8,2035,82,57.4,114.8
Filial D,Palmas,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,59,6,2035-08-05,31,8,2035,30,21.0,126.0
Filial C,Macapá,M,Móveis,Pessoa Jurídica,Promoção A,5,16,2035-08-06,32,8,2035,69,62.1,993.6
Filial D,Macapá,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,51,10,2035-08-07,32,8,2035,107,85.60000000000001,856.0000000000001
Filial C,Manaus,F,Ar condicionado,Pessoa Física,Promoção B,21,4,2035-08-08,32,8,2035,84,67.2,268.8
Filial E,Macapá,F,Informática,Pessoa Jurídica,Promoção A,12,13,2035-08-09,32,8,2035,128,115.2,1497.6000000000001
Filial E,Belém,M,Móveis,Pessoa Física,Promoção B,50,10,2035-08-10,32,8,2035,157,125.60000000000001,1256.0
Filial D,Manaus,M,Eletro-eletrônicos,Pessoa Física,Promoção A,4,14,2035-08-11,32,8,2035,122,109.8,1537.2
Filial D,Manaus,F,Informática,Pessoa Jurídica,Promoção A,42,9,2035-08-12,32,8,2035,190,171.0,1539.0
Filial B,Palmas,F,Ar condicionado,Pessoa Física,Sem Promoção,84,11,2035-08-13,33,8,2035,123,123.0,1353.0
Filial B,Macapá,M,Móveis,Pessoa Jurídica,Promoção B,38,18,2035-08-14,33,8,2035,112,89.60000000000001,1612.8000000000002
Filial A,Macapá,M,Móveis,Pessoa Jurídica,Promoção B,25,11,2035-08-15,33,8,2035,89,71.2,783.2
Filial B,Belém,M,Ar condicionado,Pessoa Física,Promoção B,14,17,2035-08-16,33,8,2035,72,57.6,979.2
Filial B,Manaus,F,Ar condicionado,Pessoa Física,Promoção A,75,2,2035-08-17,33,8,2035,66,59.4,118.8
Filial C,Rio Branco,F,Móveis,Pessoa Física,Sem Promoção,32,3,2035-08-18,33,8,2035,38,38.0,114.0
Filial A,Porto Velho,M,Móveis,Pessoa Física,Promoção A,11,11,2035-08-19,33,8,2035,138,124.2,1366.2
Filial B,Belém,M,Eletro-eletrônicos,Pessoa Física,Promoção B,61,18,2035-08-20,34,8,2035,133,106.4,1915.2
Filial B,Belém,M,Ar condicionado,Pessoa Jurídica,Promoção C,18,3,2035-08-21,34,8,2035,68,47.599999999999994,142.79999999999998
Filial D,Macapá,F,Móveis,Pessoa Jurídica,Sem Promoção,27,15,2035-08-22,34,8,2035,95,95.0,1425.0
Filial A,Belém,F,Informática,Pessoa Jurídica,Promoção C,55,11,2035-08-23,34,8,2035,80,56.0,616.0
Filial A,Porto Velho,M,Ar condicionado,Pessoa Física,Promoção A,54,11,2035-08-24,34,8,2035,98,88.2,970.2
Filial A,Belém,M,Móveis,Pessoa Física,Sem Promoção,82,11,2035-08-25,34,8,2035,107,107.0,1177.0
Filial D,Palmas,M,Móveis,Pessoa Jurídica,Sem Promoção,87,19,2035-08-26,34,8,2035,53,53.0,1007.0
Filial E,Palmas,F,Informática,Pessoa Jurídica,Sem Promoção,75,1,2035-08-27,35,8,2035,185,185.0,185.0
Filial A,Manaus,F,Ar condicionado,Pessoa Física,Promoção B,21,5,2035-08-28,35,8,2035,125,100.0,500.0
Filial A,Rio Branco,M,Móveis,Pessoa Jurídica,Sem Promoção,44,10,2035-08-29,35,8,2035,84,84.0,840.0
Filial D,Belém,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,5,10,2035-08-30,35,8,2035,152,152.0,1520.0
Filial E,Boa Vista,M,Eletro-eletrônicos,Pessoa Física,Promoção B,87,14,2035-08-31,35,8,2035,172,137.6,1926.3999999999999
Filial A,Belém,F,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,41,2,2035-09-01,35,9,2035,32,32.0,64.0
Filial A,Belém,F,Eletro-eletrônicos,Pessoa Física,Promoção B,59,4,2035-09-02,35,9,2035,190,152.0,608.0
Filial C,Macapá,M,Ar condicionado,Pessoa Física,Sem Promoção,89,2,2035-09-03,36,9,2035,54,54.0,108.0
Filial E,Manaus,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,54,18,2035-09-04,36,9,2035,101,80.80000000000001,1454.4
Filial B,Macapá,M,Eletro-eletrônicos,Pessoa Física,Sem Promoção,74,13,2035-09-05,36,9,2035,22,22.0,286.0
Filial A,Belém,F,Informática,Pessoa Física,Promoção B,22,19,2035-09-06,36,9,2035,43,34.4,653.6
Filial D,Belém,F,Ar condicionado,Pessoa Física,Sem Promoção,83,5,2035-09-07,36,9,2035,175,175.0,875.0
Filial C,Porto Velho,F,Informática,Pessoa Física,Promoção B,65,2,2035-09-08,36,9,2035,79,63.2,126.4
Filial B,Manaus,M,Ar condicionado,Pessoa Jurídica,Sem Promoção,64,11,2035-09-09,36,9,2035,117,117.0,1287.0
Filial B,Rio Branco,M,Eletro-eletrônicos,Pessoa Jurídica,Sem Promoção,71,18,2035-09-10,37,9,2035,142,142.0,2556.0
Filial C,Manaus,M,Informática,Pessoa Jurídica,Promoção A,4,6,2035-09-11,37,9,2035,135,121.5,729.0
Filial D,Belém,F,Ar condicionado,Pessoa Jurídica,Promoção B,65,10,2035-09-12,37,9,2035,177,141.6,1416.0
Filial B,Porto Velho,M,Ar condicionado,Pessoa Jurídica,Promoção C,15,17,2035-09-13,37,9,2035,30,21.0,357.0
Filial B,Manaus,F,Móveis,Pessoa Física,Promoção B,76,11,2035-09-14,37,9,2035,165,132.0,1452.0
Filial E,Rio Branco,F,Eletro-eletrônicos,Pessoa Física,Promoção A,22,19,2035-09-15,37,9,2035,140,126.0,2394.0
Filial B,Porto Velho,M,Móveis,Pessoa Física,Promoção C,86,17,2035-09-16,37,9,2035,32,22.4,380.79999999999995
Filial A,Macapá,M,Informática,Pessoa Física,Promoção A,47,4,2035-09-17,38,9,2035,28,25.2,100.8
Filial A,Boa Vista,F,Eletro-eletrônicos,Pessoa Jurídica,Promoção C,81,14,2035-09-18,38,9,2035,59,41.3,578.1999999999999
Filial C,Boa Vista,M,Eletro-eletrônicos,Pessoa Jurídica,Promoção B,93,4,2035-09-19,38,9,2035,195,156.0,624.0
Filial C,Manaus,F,Eletro-eletrônicos,Pessoa Física,Sem Promoção,46,14,2035-09-20,38,9,2035,29,29.0,406.0
